"Αναγνωριστικό δημοσίευσης","Αναγνωριστικό λογαριασμού","Όνομα χρήστη λογαριασμού","Όνομα λογαριασμού",Περιγραφή,"Διάρκεια (δευτ.)","Χρόνος δημοσίευσης","Μόνιμος σύνδεσμος","Τύπος δημοσίευσης","Σχόλιο δεδομένων",Ημερομηνία,Απήχηση,"Μου αρέσει!",Κοινοποιήσεις,"Πόσοι ακολουθούν",Σχόλια,Αποθηκεύσεις,Προβολές
18051366442630367,17841454056970413,chaniabookfestival,"Chania Book Festival","Για τρίτη συνεχή χρονιά επιστρέφει το Φεστιβάλ Βιβλίου Χανίων με στόχο να αναδειχθεί ξανά σε τόπο συνάντησης των ανθρώπων του βιβλίου από την Ελλάδα και όλο τον κόσμο!

3° Φεστιβάλ Βιβλίου Χανίων 
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις 📖

༄

For the third consecutive year, the Chania Book Festival returns to become a meeting place for book lovers from Greece and around the world!

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

●

Το 3° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The 3rd Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #booktok #bookstagram",19,"05/22/2024 04:33",https://www.instagram.com/reel/C7RNSrdoIym/,"IG reel",,"Από την αρχή",25,97,0,0,0,2
17845439757225758,17841454056970413,chaniabookfestival,"Chania Book Festival","🔊 Στις 26-30 Ιουνίου 2024 
έρχεται το 3ο Φεστιβάλ Βιβλίου Χανίων 
και η ιστοσελίδα μας «ντύθηκε» φεστιβαλικά!

🚩 https://www.chaniabookfestival.gr/ 🚩

The 3rd Chania Book Festival 
is coming on 26-30 June 2024 
and our website is ""dressed"" in a festival style!

༄

Το 3° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The 3rd Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #booktok #bookstagram",25,"05/20/2024 05:00",https://www.instagram.com/reel/C7MHou8ovS6/,"IG reel",,"Από την αρχή",27,74,0,0,0,0
18048387805679224,17841454056970413,chaniabookfestival,"Chania Book Festival","3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις 📖

Από την Τετάρτη 26 έως και την Κυριακή 30 Ιουνίου 2024 επιστρέφει για τρίτη συνεχή χρονιά το Φεστιβάλ Βιβλίου Χανίων, από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης. Με ανανεωμένο πρόγραμμα και κεντρικό θέμα 

«Ευρώπη, παρελθόν και μέλλον. Ματιές στη λογοτεχνία, τον πολιτισμό, την πολιτική»

το Φεστιβάλ Βιβλίου Χανίων θα διεξαχθεί, όπως και τις δύο προηγούμενες χρονιές, με επίκεντρο το Ενετικό Λιμάνι της πόλης, μεταξύ του Κέντρου Αρχιτεκτονικής της Μεσογείου και του Θεάτρου Μίκης Θεοδωράκης. Με τη συμμετοχή σημαντικών Ελλήνων και ξένων συγγραφέων, ακαδημαϊκών και διανοουμένων, πάνελ γύρω από επίκαιρους θεματικούς άξονες, τόσο από το πεδίο της λογοτεχνίας, όσο και από το πεδίο της κοινωνίας, αλλά και παρουσιάσεις βιβλίων, το Φεστιβάλ Βιβλίου Χανίων επιστρέφει για την 3η του διοργάνωση μέσα από καινοτόμες δράσεις, με στόχο να αναδειχθεί και αυτή τη χρονιά σε τόπο συνάντησης των ανθρώπων του βιβλίου από την Ελλάδα και όλο τον κόσμο. 

༄

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

From Wednesday 26 to Sunday 30 June 2024 the Chania Book Festival returns for the third consecutive year, co-organised by the Municipality of Chania and the Region of Crete. With a renewed programme and the central theme 

""Europe, past and future. Perspectives on literature, culture, politics""

the Chania Book Festival will take place, as in the two previous years, at the Venetian Harbour of the city, between the Centre for Mediterranean Architecture and the Mikis Theodorakis Theatre. With the participation of important Greek and foreign writers, academics and intellectuals, panels around current topics, both from the field of literature and from the field of society, as well as book presentations, the Chania Book Festival returns for its 3rd edition through innovative actions, aiming to become a meeting place for book lovers from Greece and around the world. 

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #booktok #bookstagram",0,"05/17/2024 07:22",https://www.instagram.com/p/C7EqITeortR/,"Εικόνα IG",,"Από την αρχή",2,39,0,0,0,0
18031071868841308,17841454056970413,chaniabookfestival,"Chania Book Festival","Ο Γάλλος συγγραφέας Καρύλ Φερέ στα Χανιά! 📚

Ο Δήμος Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης σάς προσκαλούν στην προφεστιβαλική εκδήλωση του 3ου Φεστιβάλ Βιβλίου Χανίων με τη συμμετοχή του πολυβραβευμένου Γάλλου συγγραφέα 

✒️ Καρύλ Φερέ

๏ την Πέμπτη 23.5.2024
๏ στις 20:30
๏ στο Θέατρο Μίκης Θεοδωράκης

Ο συγγραφέας θα συνομιλήσει με τη δημοσιογράφο Κυριακή Μπεϊόγλου με αφορμή την έκδοση του νέου του μυθιστορήματος Οκαβάνγκο (μετάφραση: Αργυρώ Μακάρωφ, Εκδόσεις Άγρα) και θα δεχθεί ερωτήσεις από το κοινό. Την εκδήλωση θα προλογίσει ο Μανώλης Πιμπλής, διευθυντής του Φεστιβάλ Βιβλίου Χανίων και ο Σταύρος Πετσόπουλος, εκδότης. 

💬 Λίγα λόγια για τον συγγραφέα

Ο Καρύλ Φερέ, ένας από τους σπουδαιότερους εκπροσώπους του γαλλικού αστυνομικού και νουάρ μυθιστορήματος, γεννήθηκε στην Καέν το 1967 και είναι συγγραφέας, ταξιδευτής και σεναριογράφος. 

Πρώτο αστυνομικό μυθιστόρημά του στην καρδιά των αφρικανικών πάρκων άγριας φύσης, το Οκαβάνγκο είναι ένας ύμνος στην ομορφιά του άγριου κόσμου και στην επείγουσα ανάγκη να τον αφήσουμε να ζήσει.

Ο Φερέ θεωρείται μαιτρ του θρίλερ των αχανών εκτάσεων και των «ξένων» τόπων και έχει λάβει πολυάριθμες διακρίσεις (SNCF du polar francais 2005, Sang d’encre 2005, Michel-Lebrun 2005, Μεγάλο Βραβείο Αστυνομικής Λογοτεχνίας 2008, βραβείο μυθιστορήματος νουάρ του διεθνούς φεστιβάλ Quais du Polar 2009, βραβείο Jean Amila Meckert 2009 κ.ά.). 

༄

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #booktok #bookstagram",0,"05/17/2024 07:06",https://www.instagram.com/p/C7EoRoMIX-g/,"Εικόνα IG",,"Από την αρχή",11,41,0,0,0,2
18016713896466331,17841454056970413,chaniabookfestival,"Chania Book Festival","3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις 📖

Από την Τετάρτη 26 έως και την Κυριακή 30 Ιουνίου 2024 επιστρέφει για τρίτη συνεχή χρονιά το Φεστιβάλ Βιβλίου Χανίων, από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης. Με ανανεωμένο πρόγραμμα και κεντρικό θέμα «Ευρώπη, παρελθόν και μέλλον. Ματιές στη λογοτεχνία, τον πολιτισμό, την πολιτική», το Φεστιβάλ Βιβλίου Χανίων θα διεξαχθεί, όπως και τις δύο προηγούμενες χρονιές, με επίκεντρο το Ενετικό Λιμάνι της πόλης, μεταξύ του Κέντρου Αρχιτεκτονικής της Μεσογείου και του Θεάτρου Μίκης Θεοδωράκης. Με τη συμμετοχή σημαντικών Ελλήνων και ξένων συγγραφέων, ακαδημαϊκών και διανοουμένων, πάνελ γύρω από επίκαιρους θεματικούς άξονες, τόσο από το πεδίο της λογοτεχνίας, όσο και από το πεδίο της κοινωνίας, αλλά και παρουσιάσεις βιβλίων, το Φεστιβάλ Βιβλίου Χανίων επιστρέφει για την 3η του διοργάνωση μέσα από καινοτόμες δράσεις, με στόχο να αναδειχθεί και αυτή τη χρονιά σε τόπο συνάντησης των ανθρώπων του βιβλίου από την Ελλάδα και όλο τον κόσμο. 

༄

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

From Wednesday 26 to Sunday 30 June 2024 the Chania Book Festival returns for the third consecutive year, co-organised by the Municipality of Chania and the Region of Crete. With a renewed programme and the central theme 

""Europe, past and future. Perspectives on literature, culture, politics""

the Chania Book Festival will take place, as in the two previous years, at the Venetian Harbour of the city, between the Centre for Mediterranean Architecture and the Mikis Theodorakis Theatre. With the participation of important Greek and foreign writers, academics and intellectuals, panels around current topics, both from the field of literature and from the field of society, as well as book presentations, the Chania Book Festival returns for its 3rd edition through innovative actions, aiming to become a meeting place for book lovers from Greece and around the world. 

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #booktok #bookstagram",0,"05/17/2024 06:34",https://www.instagram.com/p/C7EknwDIWE4/,"Εικόνα IG",,"Από την αρχή",3,49,0,0,0,1
17981264828514735,17841454056970413,chaniabookfestival,"Chania Book Festival","🎙️ «Αισθάνομαι ότι η λογοτεχνία η ίδια μου έχει κάνει την τιμή να με φιλοξενεί υπομονετικά στη διαχρονία της.» 

Η συγγραφέας Ιωάννα Καρυστιάνη βραβεύτηκε για τη συνεισφορά της στα γράμματα και την ελληνική λογοτεχνία στο 2ο Φεστιβάλ Βιβλίου Χανίων. 

🎙️ “I feel that literature itself has honored me by patiently hosting me in its timelessness.”

The author Ioanna Karystiani was awarded for her contribution in greek letters and literature at the 2nd Chania Book Festival. 

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival  #listen #interview #inspirationalquotes #booktok #bookstagram",197,"04/29/2024 09:27",https://www.instagram.com/reel/C6WhkcWoDYh/,"IG reel",,"Από την αρχή",16,53,0,0,4,3
18029626972982093,17841454056970413,chaniabookfestival,"Chania Book Festival","🎙️ «Το βιβλίο είναι ένα εθνικό ψυχικό σύστημα υγείας.»

Η συγγραφέας, Λένα Διβάνη, στο 2ο Φεστιβάλ Βιβλίου Χανίων. 

🎙️ “Book is a national mental health system.”

Writer Lena Divani at the 2nd Chania Book Festival. 

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival  #listen #interview #inspirationalquotes  #booktok #bookstagram",59,"04/27/2024 08:18",https://www.instagram.com/reel/C6RQZwsIzTc/,"IG reel",,"Από την αρχή",43,31,0,0,1,2
18431171107004892,17841454056970413,chaniabookfestival,"Chania Book Festival","Έναν χρόνο πριν. 24 Ιουνίου 2023. 
Στιγμές από την πέμπτη και τελευταία μέρα στο 2ο Φεστιβάλ Βιβλίου Χανίων.

A year ago.
Date on calendar: 24th June 2023.
Moments from the fifth and last day at the 2nd Chania Book Festival.

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #highlights #listen #booktok #bookstagram",106,"04/26/2024 07:37",https://www.instagram.com/reel/C6Om1ZlozSN/,"IG reel",,"Από την αρχή",5,20,0,0,0,1
17921477345869471,17841454056970413,chaniabookfestival,"Chania Book Festival","🎙️ «Έχουμε αναγνωρίσει την ανάγκη να συμπορευτούν οι φορείς πολιτισμού και να δημιουργήσουν νέα πράγματα, όμορφα πράγματα για αυτήν την πόλη.» 

Ο διευθυντής του Φεστιβάλ Κινηματογράφου Χανίων, Ματθαίος Φραντζεσκάκης στο 2ο Φεστιβάλ Βιβλίου Χανίων. 

🎙️ “We have recognized the need for cultural institutions to work together and create new things, beautiful things for this city.”

Chania Film Festival director Matthaios Frantzeskakis at the 2nd Chania Book Festival. 

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival  #listen #interview #inspirationalquotes #bookstagram",35,"04/25/2024 07:17",https://www.instagram.com/reel/C6L_2L6IB9T/,"IG reel",,"Από την αρχή",18,24,0,0,1,0
17994017639404613,17841454056970413,chaniabookfestival,"Chania Book Festival","🎙️ «Νομίζω ότι η λογοτεχνία σε κάθε περίπτωση είναι υποχρεωμένη να ακολουθεί την επικαιρότητα της εποχής της.» 

Ο συγγραφέας Δημήτρης Στεφανάκης στο 2ο Φεστιβάλ Βιβλίου Χανίων. 

🎙️ “I think that literature in any case is obliged to follow the current affairs of its time.”

Writer Dimitris Stefanakis at the 2nd Chania Book Festival. 

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival  #listen #interview #inspirationalquotes  #booktok #bookstagram",28,"04/24/2024 07:16",https://www.instagram.com/reel/C6Ja61roF6f/,"IG reel",,"Από την αρχή",14,21,0,0,0,1
17865361428071071,17841454056970413,chaniabookfestival,"Chania Book Festival","23 Απριλίου • Παγκόσμια Ημέρα Βιβλίου 

❝Το βιβλίο, σε όλες του τις μορφές, είναι περισσότερο αναγκαίο από ποτέ, γιατί είναι ένας άξονας ισορροπίας.

Απόσπασμα από την ομιλία τού διευθυντή του Φεστιβάλ Βιβλίου Χανίων, Μανώλη Πιμπλή, κατά την τελετή έναρξης του 1ου Φεστιβάλ Βιβλίου Χανίων. 

•

3° Φεστιβάλ Βιβλίου Χανίων 
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις 📖

__ __

Το 3° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

*
23 April • World Book Day 

❝The book, in all its forms, is more necessary than ever, because it is an axis of balance.

Excerpt from the speech addressed by the Chania Book Festival director, Manolis Piblis, at the opening ceremony of the 1st Chania Book Festival. 

• 

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

__ __

The 3rd Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city. 

#ΠαγκόσμιαΗμέραΒιβλίου #WorldBookDay #chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival",35,"04/23/2024 05:34",https://www.instagram.com/reel/C6Gqbz6Ia6i/,"IG reel",,"Από την αρχή",16,36,0,0,1,1
17922547262888998,17841454056970413,chaniabookfestival,"Chania Book Festival","🎙️ «Πάντα δουλεύω πάνω σε κάτι. Άλλοτε γράφω, άλλοτε απλά σκέφτομαι · γιατί πρέπει να σκεφτείς πολύ προτού γράψεις.»

Η Αργεντινή συγγραφέας, Άνα Μαρία Σούα, στο 2ο Φεστιβάλ Βιβλίου Χανίων. 

🎙️ “I am always working on something. Sometimes writing and sometimes just thinking·because you have to think a lot before writing.” 

Argentinian writer Ana Maria Shua at the 2nd Chania Book Festival. 

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #listen #interview #inspirationalquotes  #booktok #bookstagram",38,"04/22/2024 08:19",https://www.instagram.com/reel/C6EYjX3oTPv/,"IG reel",,"Από την αρχή",9,23,0,0,0,1
18000391847608928,17841454056970413,chaniabookfestival,"Chania Book Festival","🎙️ «Αυτοί που μας έχουν επηρεάσει περισσότερο δεν είμαστε σε θέση να τους ονοματίσουμε, γιατί η επιρροή τους είναι υποσυνείδητη. Ίσως αυτοί είναι που έχουν αφήσει το πιο έντονο αποτύπωμα.» 

Ο συγγραφέας Μίνως Ευσταθιάδης στο 2ο Φεστιβάλ Βιβλίου Χανίων. 

🎙️ “We are not able to name those who have influenced us the most, because their influence is subconscious. Probably, they’re the ones that they’ve left the strongest imprint.” 

Writer Minos Efstathiadis at the 2nd Chania Book Festival. 

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival  #listen #interview #inspirationalquotes #booktok #bookstagram",42,"04/21/2024 06:43",https://www.instagram.com/reel/C6BozdwojLK/,"IG reel",,"Από την αρχή",7,25,0,0,0,0
18319766389134272,17841454056970413,chaniabookfestival,"Chania Book Festival","Έναν χρόνο πριν. 23 Ιουνίου 2023. 
Στιγμές από την τέταρτη μέρα στο 2ο Φεστιβάλ Βιβλίου Χανίων.

A year ago.
Date on calendar. 23rd June 2023.
Moments from the fourth day at the 2nd Chania Book Festival.

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #highlights #bookfestival #booktok #bookstagram",77,"04/20/2024 02:46",https://www.instagram.com/reel/C5-o4AwIxN1/,"IG reel",,"Από την αρχή",6,21,0,0,0,1
18430014550058800,17841454056970413,chaniabookfestival,"Chania Book Festival","🎙️ «Ο άνθρωπος χρειάζεται να επαναπροσδιορίζεται κατά καιρούς, σε σχέση με το ποιος είναι. Να αναζητά ταυτότητες, ίσως και καινούργιες.»

Ο δημοσιογράφος και συγγραφέας, Μανώλης Ανδριωτάκης, στο 2ο Φεστιβάλ Βιβλίου Χανίων. 

🎙️ “We need to redefine ourselves from time to time, in relation to who we are. To seek identities, perhaps even new ones.”

Journalist and writer Manolis Andriotakis at the 2nd Chania Book Festival. 

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival  #listen #interview #inspirationalquotes  #booktok #bookstagram",38,"04/19/2024 07:36",https://www.instagram.com/reel/C58lURRot1n/,"IG reel",,"Από την αρχή",7,24,0,0,0,0
17981438213669100,17841454056970413,chaniabookfestival,"Chania Book Festival","🎙️ «Πιστεύω ότι είναι μια εξαιρετική ευκαιρία! Πρώτα απ’ όλα, οι συγγραφείς να γνωριστούν μεταξύ τους, να έρθουν σε επαφή άνθρωποι δημιουργικοί.» 

Ο δημοσιογράφος και συγγραφέας, Νίκος Βατόπουλος, για το 2ο Φεστιβάλ Βιβλίου Χανίων. 

🎙️ “I think it’s an excellent opportunity! First of all, writers get to know each other, creative people come together.” 

Journalist and writer Nikos Vatopoulos for the 2nd Chania Book Festival.

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival  #listen #interview #inspirationalquotes  #booktok #bookstagram",35,"04/18/2024 07:34",https://www.instagram.com/reel/C56ADEXIdex/,"IG reel",,"Από την αρχή",31,21,0,0,0,0
17992490447428353,17841454056970413,chaniabookfestival,"Chania Book Festival","Έναν χρόνο πριν. 22 Ιουνίου 2023. 
Στιγμές από την τρίτη μέρα στο 2ο Φεστιβάλ Βιβλίου Χανίων.

A year ago.
Date on calendar: 22nd June 2023.
Moments from the third day at the 2nd Chania Book Festival.

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival  #listen #booktok #bookstagram",77,"04/17/2024 02:55",https://www.instagram.com/reel/C527i8tIghR/,"IG reel",,"Από την αρχή",9,33,0,0,0,2
18002441801590205,17841454056970413,chaniabookfestival,"Chania Book Festival","🎙️«Κάθε αναγνώστης είναι μοναδική, ιδιαίτερη περίπτωση και επικοινωνώ μέσω του βιβλίου μου.»

Ο συγγραφέας Χρήστος Α. Χωμενίδης στο 2ο Φεστιβάλ Βιβλίου Χανίων 2023.

🎙️ “Each reader is a unique, special case and I communicate with them through my book.” 

The writer, Christos A. Chomenidis, at the 2nd Chania Book Festival 2023.

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #listen #interview #inspirationalquotes #booktok #bookstagram",33,"04/16/2024 00:22",https://www.instagram.com/reel/C50E5UQIMhX/,"IG reel",,"Από την αρχή",31,20,0,0,0,0
18263556973226545,17841454056970413,chaniabookfestival,"Chania Book Festival","Το Φεστιβάλ Βιβλίου Χανίων αποχαιρετά με οδύνη τον εικαστικό καλλιτέχνη Γιάννη Μαρκαντωνάκη, του οποίου έργα και εκθέσεις κόσμησαν τις παράλληλες εκδηλώσεις τόσο το 2022 όσο και το 2023. Ήταν ένας σπουδαίος καλλιτέχνης και διανοούμενος. Τιμούμε το έργο και τη μνήμη του και δεν λησμονούμε τη βαθιά του πίστη και στήριξη προς το Φεστιβάλ, στα πρώτα του βήματα.",69,"04/15/2024 11:25",https://www.instagram.com/reel/C5ysML3LH59/,"IG reel",,"Από την αρχή",7,43,0,0,0,0
18095769250407213,17841454056970413,chaniabookfestival,"Chania Book Festival","Έναν χρόνο πριν. 
21 Ιουνίου 2023. 
Στιγμές από τη δεύτερη μέρα στο 2ο Φεστιβάλ Βιβλίου Χανίων.

A year ago.
Date on calendar: 21st June 2023.
Moments from the second day at the 2nd Chania Book Festival.

༄

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

The Chania Book Festival is organized by the Municipality of Chania in co-organization with the Region of Crete and with the cooperation of cultural organizations and institutions, as well as bookstores of the city.

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival  #listen #interview #inspirationalquotes  #booktok #bookstagram",174,"04/13/2024 01:34",https://www.instagram.com/reel/C5seYiuo9bx/,"IG reel",,"Από την αρχή",6,40,0,0,1,1
